"topic"	"V1"	"V2"	"context"
"motor/noun/ad20001202/19094"	23.9633119608636	14.277900996605	"De oorzaken variëren van problemen met de deursluiting tot een defecte <font color=red><b>motor</b></font> of compressor in de locomotief . ""	"De oorzaken variëren van problemen met de deursluiting tot een defecte <font color=red><b>motor</b></font> of compressor in de locomotief . ""
"motor/noun/ad20001209/16443"	-34.3008781912002	-4.31579875770474	"De nieuwe <font color=red><b>motor</b></font> is leverbaar in elke Twingo-uitvoering behalve de basisversie Authentique ."	"De nieuwe <font color=red><b>motor</b></font> is leverbaar in elke Twingo-uitvoering behalve de basisversie Authentique ."
"motor/noun/ad20001223/30394"	-1.82091840164747	48.8646033426197	"Maar het gaat dan om een heerlijke <font color=red><b>motor</b></font> , die niet alleen zuinig rijdt , maar ook volop rijplezier garandeert ."	"Maar het gaat dan om een heerlijke <font color=red><b>motor</b></font> , die niet alleen zuinig rijdt , maar ook volop rijplezier garandeert ."
"motor/noun/ad20001223/46394"	88.8618689787247	-2.10443243374727	"Touroperator Travelhome en het in motorreizen gespecialiseerde Route 66 Reizen hebben de krachten gebundeld en een aantal groepsreizen per <font color=red><b>motor</b></font> door de Verenigde Staten op touw gezet ."	"Touroperator Travelhome en het in motorreizen gespecialiseerde Route 66 Reizen hebben de krachten gebundeld en een aantal groepsreizen per <font color=red><b>motor</b></font> door de Verenigde Staten op touw gezet ."
"motor/noun/ad20001223/46418"	-0.808757426894664	-45.1337444243799	"De gezelschappen , onder begeleiding van ervaren rijders , bestaan uit maximaal 10 <font color=red><b>motoren</b></font> ."	"De gezelschappen , onder begeleiding van ervaren rijders , bestaan uit maximaal 10 <font color=red><b>motoren</b></font> ."
"motor/noun/ad20010120/53796"	10.7741695861682	-30.3119346395416	"Bij de motorrijders deed ook Eric Verhoef het kalm aan , na zijn val van eergisteren waarbij hij zijn <font color=red><b>motor</b></font> behoorlijk in de vernieling reed en zelf een pijnlijke schouder en twee gekneusde duimen opliep ."	"Bij de motorrijders deed ook Eric Verhoef het kalm aan , na zijn val van eergisteren waarbij hij zijn <font color=red><b>motor</b></font> behoorlijk in de vernieling reed en zelf een pijnlijke schouder en twee gekneusde duimen opliep ."
"motor/noun/ad20010210/1934"	5.54290736625806	-87.0592591012942	"De auto is leverbaar met twee nieuwe <font color=red><b>motoren</b></font> ."	"De auto is leverbaar met twee nieuwe <font color=red><b>motoren</b></font> ."
"motor/noun/ad20010210/23632"	-7.61325056477565	1.92684200630279	"Zes versnellingen telt de handbak en dat scheelt natuurlijk in het geluidsniveau van de <font color=red><b>motor</b></font> ."	"Zes versnellingen telt de handbak en dat scheelt natuurlijk in het geluidsniveau van de <font color=red><b>motor</b></font> ."
"motor/noun/ad20010210/35784"	14.5912527264303	5.80446277099159	"Ook in Silicon Valley , de <font color=red><b>motor</b></font> van de Amerikaanse hightech-economie en een grote energieverslinder , lijkt alles bij het oude te zijn gebleven ."	"Ook in Silicon Valley , de <font color=red><b>motor</b></font> van de Amerikaanse hightech-economie en een grote energieverslinder , lijkt alles bij het oude te zijn gebleven ."
"motor/noun/ad20010217/69991"	32.5871476644441	-33.3382156748835	"Toen de <font color=red><b>motor</b></font> van zijn Spitfire het tijdens een herdenkingsvlucht aan de Battle for Britain begaf , zette Harold zijn toestel koelbloedig neer op een nabij gelegen cricketveldje - terwijl de spelers op dat moment in de rust een sterke Darjeeling dronken in het clubhuis ."	"Toen de <font color=red><b>motor</b></font> van zijn Spitfire het tijdens een herdenkingsvlucht aan de Battle for Britain begaf , zette Harold zijn toestel koelbloedig neer op een nabij gelegen cricketveldje - terwijl de spelers op dat moment in de rust een sterke Darjeeling dronken in het clubhuis ."
"motor/noun/ad20010224/26252"	-34.0550020257436	25.5110977563408	"De 1,4 liter <font color=red><b>motor</b></font> blijkt potent genoeg te zijn om de Fabia vlot vooruit te helpen ."	"De 1,4 liter <font color=red><b>motor</b></font> blijkt potent genoeg te zijn om de Fabia vlot vooruit te helpen ."
"motor/noun/ad20010307/26222"	-22.854978213493	-78.7059567961787	"De Campina beschikt onder meer over een 80 pk <font color=red><b>motor</b></font> , een ijshak achter het roer , een ophaalbaar zwaard en heeft dubbele roeren en een platte bodem van 12 mm dik staal ."	"De Campina beschikt onder meer over een 80 pk <font color=red><b>motor</b></font> , een ijshak achter het roer , een ophaalbaar zwaard en heeft dubbele roeren en een platte bodem van 12 mm dik staal ."
"motor/noun/ad20010319/3313"	23.1370823227376	-37.5321007808741	"Hij doelt op de voorliefde voor <font color=red><b>motoren</b></font> van de drummer , die een vriendin achterlaat ."	"Hij doelt op de voorliefde voor <font color=red><b>motoren</b></font> van de drummer , die een vriendin achterlaat ."
"motor/noun/ad20010323/23946"	3.5568678772276	-23.1612553375834	"Zij zou eindelijk bij hem achter op de <font color=red><b>motor</b></font> klimmen voor het maken van plezierritjes ."	"Zij zou eindelijk bij hem achter op de <font color=red><b>motor</b></font> klimmen voor het maken van plezierritjes ."
"motor/noun/ad20010324/56509"	41.0890613633458	42.4992336882346	"De altijd wel wat brommerige <font color=red><b>motor</b></font> trekt lekker , zowel onderin als bij de tussensprint , maar dan hoor je 'm ook goed voor je werken ."	"De altijd wel wat brommerige <font color=red><b>motor</b></font> trekt lekker , zowel onderin als bij de tussensprint , maar dan hoor je 'm ook goed voor je werken ."
"motor/noun/ad20010324/68214"	0.126172141590052	21.3539790213114	"Dieselolie wordt bespaard door al ruim voor het rangeerterrein de <font color=red><b>motor</b></font> stationair te laten draaien : eenmaal in beweging rolt de 5000 ton gewoon door ."	"Dieselolie wordt bespaard door al ruim voor het rangeerterrein de <font color=red><b>motor</b></font> stationair te laten draaien : eenmaal in beweging rolt de 5000 ton gewoon door ."
"motor/noun/ad20010324/99717"	67.7805627488658	-70.3758655676902	"De <font color=red><b>motor</b></font> in het voorwiel doet de fiets bij lage snelheden zwabberen , maar is wel zuinig ."	"De <font color=red><b>motor</b></font> in het voorwiel doet de fiets bij lage snelheden zwabberen , maar is wel zuinig ."
"motor/noun/ad20010331/28278"	-37.5016138581319	-6.98760020845846	"De auto staat eind mei bij de dealers ; de eerste maanden zijn nog niet alle <font color=red><b>motoren</b></font> leverbaar ."	"De auto staat eind mei bij de dealers ; de eerste maanden zijn nog niet alle <font color=red><b>motoren</b></font> leverbaar ."
"motor/noun/ad20010331/87073"	-52.8767124555934	17.620537072032	"Een 1,4 liter <font color=red><b>motor</b></font> lijkt voor een auto van deze prijs een tegenvaller ."	"Een 1,4 liter <font color=red><b>motor</b></font> lijkt voor een auto van deze prijs een tegenvaller ."
"motor/noun/ad20010331/87709"	36.6435959844183	24.7105007194703	"Sterker nog : deze motor heeft niet eens meer een gasklep , maar een uiterst verfijnd mechanisch systeem dat direct de inlaatkleppen in de <font color=red><b>motor</b></font> bedient ."	"Sterker nog : deze motor heeft niet eens meer een gasklep , maar een uiterst verfijnd mechanisch systeem dat direct de inlaatkleppen in de <font color=red><b>motor</b></font> bedient ."
"motor/noun/ad20010331/87729"	-10.3269394557912	68.0704967924389	"Dit zorgt voor een nog nauwkeuriger en dus zuiniger toedienen van de brandstof aan de <font color=red><b>motor</b></font> ."	"Dit zorgt voor een nog nauwkeuriger en dus zuiniger toedienen van de brandstof aan de <font color=red><b>motor</b></font> ."
"motor/noun/ad20010407/73244"	-12.1621103858338	-3.23877606021061	"Bijkomend voordeel van deze <font color=red><b>motor</b></font> is dat hij met de uitlaatgassen voldoet aan strenge Euro 3-normen ."	"Bijkomend voordeel van deze <font color=red><b>motor</b></font> is dat hij met de uitlaatgassen voldoet aan strenge Euro 3-normen ."
"motor/noun/ad20010409/11594"	9.41118077187177	19.5474705321668	"Als de <font color=red><b>motor</b></font> wordt gestart zonder dat van tevoren een geheime code is ingetoetst , doet een ladinkje springstof de kentekenplaat eraf springen ."	"Als de <font color=red><b>motor</b></font> wordt gestart zonder dat van tevoren een geheime code is ingetoetst , doet een ladinkje springstof de kentekenplaat eraf springen ."
"motor/noun/ad20010505/30201"	-44.3305394279688	21.9243463370081	"De 2,4 liter <font color=red><b>motor</b></font> biedt meer dan voldoende pit om deze forse en zeker niet lichte auto vlot vooruit te helpen ."	"De 2,4 liter <font color=red><b>motor</b></font> biedt meer dan voldoende pit om deze forse en zeker niet lichte auto vlot vooruit te helpen ."
"motor/noun/ad20010512/33750"	-47.7544512580093	-17.0716194675653	"Maar er zitten flinke verschillen in de <font color=red><b>motoren</b></font> en uitrustingsniveaus ."	"Maar er zitten flinke verschillen in de <font color=red><b>motoren</b></font> en uitrustingsniveaus ."
"motor/noun/ad20010519/81560"	-99.9758098354719	-46.558303840527	"NIEUWE <font color=red><b>motoren</b></font> , nieuwe frivoliteitjes en veel aluminium in het interieur , wat nieuwe techniek en klaar is de Audi A6 , jaargang 2002 ."	"NIEUWE <font color=red><b>motoren</b></font> , nieuwe frivoliteitjes en veel aluminium in het interieur , wat nieuwe techniek en klaar is de Audi A6 , jaargang 2002 ."
"motor/noun/ad20010519/81663"	-4.36570264472655	-59.9401699027185	"Audi voorziet heel de A6-serie nu van dezelfde dubbele grille die voor de A6 met V8 <font color=red><b>motor</b></font> al eerder werd gebruikt ."	"Audi voorziet heel de A6-serie nu van dezelfde dubbele grille die voor de A6 met V8 <font color=red><b>motor</b></font> al eerder werd gebruikt ."
"motor/noun/ad20010526/49843"	4.0418661055399	-93.2933004972044	"De <font color=red><b>motor</b></font> is voldoende sterk voor de 307 , maar erg veel houdt -ie niet over ."	"De <font color=red><b>motor</b></font> is voldoende sterk voor de 307 , maar erg veel houdt -ie niet over ."
"motor/noun/ad20010602/66793"	68.4523868518398	-6.33133566015624	"Maar ook dan wordt deze <font color=red><b>motor</b></font> geen vlotte krachtbron ."	"Maar ook dan wordt deze <font color=red><b>motor</b></font> geen vlotte krachtbron ."
"motor/noun/ad20010714/16112"	-38.0618338593568	14.4631407437709	"Het is een vijfcilinder <font color=red><b>motor</b></font> van 2,4 liter geworden , waarmee het Zweedse merk een voorsprong in de hogere klasse van de zakelijke markt denkt te kunnen behalen ."	"Het is een vijfcilinder <font color=red><b>motor</b></font> van 2,4 liter geworden , waarmee het Zweedse merk een voorsprong in de hogere klasse van de zakelijke markt denkt te kunnen behalen ."
"motor/noun/ad20010714/16391"	-21.5028616660534	-20.9314495053994	"Ook bij een snelle inhaalmanoeuvre laat de <font color=red><b>motor</b></font> zich van z'n beste kant zien ."	"Ook bij een snelle inhaalmanoeuvre laat de <font color=red><b>motor</b></font> zich van z'n beste kant zien ."
"motor/noun/ad20010714/59828"	-29.5288718079466	-80.8816245928508	"De <font color=red><b>motor</b></font> kreeg ook het Variocam Plus-systeem uit de 911 turbo en de 911 GT2 ."	"De <font color=red><b>motor</b></font> kreeg ook het Variocam Plus-systeem uit de 911 turbo en de 911 GT2 ."
"motor/noun/ad20010728/47246"	-65.4956202427471	28.489501246621	"Een dieselmotor in een sportcoupé klinkt tegenstrijdig , maar de 2,2 liter <font color=red><b>motor</b></font> met common rail is een diesel van deze tijd ."	"Een dieselmotor in een sportcoupé klinkt tegenstrijdig , maar de 2,2 liter <font color=red><b>motor</b></font> met common rail is een diesel van deze tijd ."
"motor/noun/ad20010901/58761"	2.37706767768265	48.0094889082699	"De <font color=red><b>motor</b></font> is zuinig en modern in vele opzichten ."	"De <font color=red><b>motor</b></font> is zuinig en modern in vele opzichten ."
"motor/noun/ad20010908/11067"	-59.1820464378218	-82.3162161512288	"De <font color=red><b>motor</b></font> klinkt rauwer en mechanischer dan die van zijn modernere GDI-soortgenoten ."	"De <font color=red><b>motor</b></font> klinkt rauwer en mechanischer dan die van zijn modernere GDI-soortgenoten ."
"motor/noun/ad20010915/45393"	9.35358552868334	50.5039086785029	"Het maakt de <font color=red><b>motor</b></font> niet alleen zuiniger en ` schoner ' ( Euro4-norm ) maar ook levendig ."	"Het maakt de <font color=red><b>motor</b></font> niet alleen zuiniger en ` schoner ' ( Euro4-norm ) maar ook levendig ."
"motor/noun/ad20010915/60575"	33.9565657303518	85.2724311383047	"Zelfs bij de koude start is de 115 pk sterke <font color=red><b>motor</b></font> stil en na de eerste opwarmkilometers hoor je 'm al bijna helemaal niet meer ."	"Zelfs bij de koude start is de 115 pk sterke <font color=red><b>motor</b></font> stil en na de eerste opwarmkilometers hoor je 'm al bijna helemaal niet meer ."
"motor/noun/ad20010915/60628"	-9.63739321290109	-24.9087486035025	"Met een kordaat ingetrapt gaspedaal vertoont de <font color=red><b>motor</b></font> onder de 2000 tpm al een sterke actiebereidheid ."	"Met een kordaat ingetrapt gaspedaal vertoont de <font color=red><b>motor</b></font> onder de 2000 tpm al een sterke actiebereidheid ."
"motor/noun/ad20011006/71246"	-47.3881056437629	-5.03008195731091	"Beide versies hebben wel dezelfde <font color=red><b>motor</b></font> : een moderne en volgens oud Suzuki-gebruik onverwoestbare viercilinder 1,3 liter , goed voor 81 pk ."	"Beide versies hebben wel dezelfde <font color=red><b>motor</b></font> : een moderne en volgens oud Suzuki-gebruik onverwoestbare viercilinder 1,3 liter , goed voor 81 pk ."
"motor/noun/ad20011006/71268"	-32.6397045784267	4.89185814319562	"Aan die <font color=red><b>motor</b></font> is een goed schakelende vijfbak gekoppeld , een perfecte combinatie voor de slechts 855 kilo wegende Ignis ."	"Aan die <font color=red><b>motor</b></font> is een goed schakelende vijfbak gekoppeld , een perfecte combinatie voor de slechts 855 kilo wegende Ignis ."
"motor/noun/ad20011013/82650"	26.2349435488094	14.3412173628624	"Het casco , de romp , het staartstuk , de vleugels , de systemen en de <font color=red><b>motor</b></font> mogen geen enkel defect vertonen . ""	"Het casco , de romp , het staartstuk , de vleugels , de systemen en de <font color=red><b>motor</b></font> mogen geen enkel defect vertonen . ""
"motor/noun/ad20011020/38274"	48.7079574236015	42.960191024964	"De <font color=red><b>motor</b></font> is lekker stil , het traditionele dieselgeluid ontbreekt en hij is vlot ."	"De <font color=red><b>motor</b></font> is lekker stil , het traditionele dieselgeluid ontbreekt en hij is vlot ."
"motor/noun/ad20011023/18250"	39.8496600924892	-80.8493631060222	"Auto's werden gemiddeld zwaarder en uitgerust met grotere <font color=red><b>motoren</b></font> ."	"Auto's werden gemiddeld zwaarder en uitgerust met grotere <font color=red><b>motoren</b></font> ."
"motor/noun/ad20011027/53281"	-48.5404723846858	8.92834143592445	"De 1,6 liter <font color=red><b>motor</b></font> van de Fiat Stilo zou best iets meer peper in de uitlaat kunnen gebruiken , want de prestaties zijn eigenlijk wat mager ."	"De 1,6 liter <font color=red><b>motor</b></font> van de Fiat Stilo zou best iets meer peper in de uitlaat kunnen gebruiken , want de prestaties zijn eigenlijk wat mager ."
"motor/noun/ad20011103/58792"	46.1167692464097	-9.53023263043147	"De <font color=red><b>motor</b></font> is wel enigszins onrustig van karakter ."	"De <font color=red><b>motor</b></font> is wel enigszins onrustig van karakter ."
"motor/noun/ad20011201/42345"	-3.46251540441125	21.8896642609969	"En dat heeft nu al geleid tot onder meer een elektrische stuurbekrachtiging , die snelheidsafhankelijk is , tot 4 procent brandstof bespaart en ( nog belangrijker ) ook werkt als de <font color=red><b>motor</b></font> níet loopt ."	"En dat heeft nu al geleid tot onder meer een elektrische stuurbekrachtiging , die snelheidsafhankelijk is , tot 4 procent brandstof bespaart en ( nog belangrijker ) ook werkt als de <font color=red><b>motor</b></font> níet loopt ."
"motor/noun/ad20011201/42556"	-89.6227994112436	-12.2014673423731	"De traditionele startmotor is vervangen door een regeleenheid met wisselstroomdynamo die de <font color=red><b>motor</b></font> afzet als het draaien van de motor niet noodzakelijk is ."	"De traditionele startmotor is vervangen door een regeleenheid met wisselstroomdynamo die de <font color=red><b>motor</b></font> afzet als het draaien van de motor niet noodzakelijk is ."
"motor/noun/ad20011201/42563"	-87.614647431965	-30.2278938168112	"De traditionele startmotor is vervangen door een regeleenheid met wisselstroomdynamo die de motor afzet als het draaien van de <font color=red><b>motor</b></font> niet noodzakelijk is ."	"De traditionele startmotor is vervangen door een regeleenheid met wisselstroomdynamo die de motor afzet als het draaien van de <font color=red><b>motor</b></font> niet noodzakelijk is ."
"motor/noun/ad20011201/63155"	38.9359833343375	-34.0023473781086	"Afgezien van de achterlichten is aan deze <font color=red><b>motor</b></font> niet veel vindingrijks te zien ."	"Afgezien van de achterlichten is aan deze <font color=red><b>motor</b></font> niet veel vindingrijks te zien ."
"motor/noun/ad20011201/78856"	3.83450125620545	31.5032887103222	"Door de combinatie van een vliegwiel met een planetair stelsel krijgt een automatische versnelling extra vermogen bij versnellen en is de <font color=red><b>motor</b></font> zuiniger ."	"Door de combinatie van een vliegwiel met een planetair stelsel krijgt een automatische versnelling extra vermogen bij versnellen en is de <font color=red><b>motor</b></font> zuiniger ."
"motor/noun/ad20011208/38495"	-15.0562975436985	-43.0440170029389	"Chauffeurs met haast zijn al gauw geneigd het gaspedaal diep in te trappen en de <font color=red><b>motor</b></font> flink op toeren te houden , waardoor het benzineverbruik sterk toeneemt en de voordelen van deze lichte en zuinige motor komen te vervallen ."	"Chauffeurs met haast zijn al gauw geneigd het gaspedaal diep in te trappen en de <font color=red><b>motor</b></font> flink op toeren te houden , waardoor het benzineverbruik sterk toeneemt en de voordelen van deze lichte en zuinige motor komen te vervallen ."
"motor/noun/ad20011215/40216"	-0.591419947250161	12.0055051692663	"De koppeling ` pakt ' pas heel laat en de <font color=red><b>motor</b></font> reageert nogal nerveus op het gas , de bediening vergt daardoor enige gewenning ."	"De koppeling ` pakt ' pas heel laat en de <font color=red><b>motor</b></font> reageert nogal nerveus op het gas , de bediening vergt daardoor enige gewenning ."
"motor/noun/ad20011215/56740"	-22.3702911551901	5.04051341071082	"De 1.8 VVTL-i <font color=red><b>motor</b></font> levert 192 pk , is gekoppeld aan een zesbak en laat de T Sport in 8,4 seconden naar 100 km/u accelereren ."	"De 1.8 VVTL-i <font color=red><b>motor</b></font> levert 192 pk , is gekoppeld aan een zesbak en laat de T Sport in 8,4 seconden naar 100 km/u accelereren ."
"motor/noun/ad20020202/39801"	-46.2640740744525	-68.5345323792808	"Als ik een lekke band heb , kan ik niet rijden , maar dan hoeft de <font color=red><b>motor</b></font> nog niet kapot te zijn ."	"Als ik een lekke band heb , kan ik niet rijden , maar dan hoeft de <font color=red><b>motor</b></font> nog niet kapot te zijn ."
"motor/noun/ad20020209/52672"	34.3327766026584	-13.5624774643963	"Al is in eigen huis natuurlijk ook de aantrekkelijke Alfa Romeo 147 , met dezelfde <font color=red><b>motor</b></font> , een regelrechte concurrent ."	"Al is in eigen huis natuurlijk ook de aantrekkelijke Alfa Romeo 147 , met dezelfde <font color=red><b>motor</b></font> , een regelrechte concurrent ."
"motor/noun/ad20020209/7720"	36.1461393715704	32.0082099828012	"Via dochter ETG , de voormalige Philips Machinefabrieken , levert het bedrijf hightechproducten aan bouwers van <font color=red><b>motoren</b></font> , die de JSF krijgt ingebouwd ."	"Via dochter ETG , de voormalige Philips Machinefabrieken , levert het bedrijf hightechproducten aan bouwers van <font color=red><b>motoren</b></font> , die de JSF krijgt ingebouwd ."
"motor/noun/ad20020216/95108"	-29.2618783958932	-54.4513980641141	"BRUNSWIJK STAPT WEER IN ZIJN AUTO , SLAAT de deur dicht en start de <font color=red><b>motor</b></font> ."	"BRUNSWIJK STAPT WEER IN ZIJN AUTO , SLAAT de deur dicht en start de <font color=red><b>motor</b></font> ."
"motor/noun/ad20020308/7012"	-74.1551315433091	-11.8106515955162	"De Oostenrijkse oud-wereldkampioen wil dat de teams vanaf volgend seizoen nog maar twee <font color=red><b>motoren</b></font> per raceweekeinde mogen gebruiken ."	"De Oostenrijkse oud-wereldkampioen wil dat de teams vanaf volgend seizoen nog maar twee <font color=red><b>motoren</b></font> per raceweekeinde mogen gebruiken ."
"motor/noun/ad20020309/62634"	-26.4166662302381	-27.0791234705463	"De vernieuwingen aan de Terrano zijn , met uitzondering van de <font color=red><b>motor</b></font> , optisch niet erg groot ."	"De vernieuwingen aan de Terrano zijn , met uitzondering van de <font color=red><b>motor</b></font> , optisch niet erg groot ."
"motor/noun/ad20020406/44227"	-73.3563165068491	-47.3543909721856	"Tot die tijd werden vonken mechanisch opgewekt , maar dit systeem was primitief en kon niet overweg met krachtiger <font color=red><b>motoren</b></font> en hogere toerentallen ."	"Tot die tijd werden vonken mechanisch opgewekt , maar dit systeem was primitief en kon niet overweg met krachtiger <font color=red><b>motoren</b></font> en hogere toerentallen ."
"motor/noun/ad20020511/30544"	-41.808794616167	12.2980540878818	"Want het monteren van een turbocompressor met tussenkoeler op de 1,3 liter viercilinder <font color=red><b>motor</b></font> alleen volstond voor Daihatsu niet ."	"Want het monteren van een turbocompressor met tussenkoeler op de 1,3 liter viercilinder <font color=red><b>motor</b></font> alleen volstond voor Daihatsu niet ."
"motor/noun/ad20020511/58014"	-59.7453554292981	0.930612314026313	"De uitgangspunten zijn gelijk : een verzegelde <font color=red><b>motor</b></font> ( Judd ) met nét iets minder vermogen dan in de Formule 1 en een standaardchassis , vermoedelijk van Reynard , ofschoon dat Engelse bedrijf in financiële moeilijkheden verkeert ."	"De uitgangspunten zijn gelijk : een verzegelde <font color=red><b>motor</b></font> ( Judd ) met nét iets minder vermogen dan in de Formule 1 en een standaardchassis , vermoedelijk van Reynard , ofschoon dat Engelse bedrijf in financiële moeilijkheden verkeert ."
"motor/noun/ad20020518/46690"	-52.6337701028672	11.00046228361	"Ondanks de relatief kleine 1,2 liter <font color=red><b>motor</b></font> komt de auto goed mee met het overige verkeer ."	"Ondanks de relatief kleine 1,2 liter <font color=red><b>motor</b></font> komt de auto goed mee met het overige verkeer ."
"motor/noun/ad20020525/37855"	-53.3704596502425	-66.4028619568953	"Een nieuwe <font color=red><b>motor</b></font> zou zeker 5000 euro kosten . ""	"Een nieuwe <font color=red><b>motor</b></font> zou zeker 5000 euro kosten . ""
"motor/noun/ad20020525/59415"	51.3085319623108	-42.6902527667918	"En gelukkig is het ook geen dorstige <font color=red><b>motor</b></font> ."	"En gelukkig is het ook geen dorstige <font color=red><b>motor</b></font> ."
"motor/noun/ad20020615/44065"	61.4946391012109	37.6374184783725	"En Nissan roept wereldwijd 279.000 Almera's , Almera's Tino en Primera's terug omdat een haperende elektronische sensor regelmatig <font color=red><b>motoren</b></font> deed afslaan ."	"En Nissan roept wereldwijd 279.000 Almera's , Almera's Tino en Primera's terug omdat een haperende elektronische sensor regelmatig <font color=red><b>motoren</b></font> deed afslaan ."
"motor/noun/ad20020615/61069"	-62.5954859278959	17.2536144553288	"Hij wist prestaties uit <font color=red><b>motoren</b></font> te halen die voor die tijd ongekend waren ."	"Hij wist prestaties uit <font color=red><b>motoren</b></font> te halen die voor die tijd ongekend waren ."
"motor/noun/ad20020622/50380"	36.6234954944075	-83.0821161573596	"De vijfcilinder D5 diesel staat in de S60 bekend als een berensterke , supersnelle , bijna sportieve <font color=red><b>motor</b></font> ."	"De vijfcilinder D5 diesel staat in de S60 bekend als een berensterke , supersnelle , bijna sportieve <font color=red><b>motor</b></font> ."
"motor/noun/ad20020706/44824"	-80.2589489008792	30.2730764744682	"In diezelfde periode komen er ook nieuwe <font color=red><b>motoren</b></font> bij , waaronder een moderne diesel ."	"In diezelfde periode komen er ook nieuwe <font color=red><b>motoren</b></font> bij , waaronder een moderne diesel ."
"motor/noun/ad20020731/6054"	56.2041670809606	-47.2955119199041	"Daar stel je ook de <font color=red><b>motor</b></font> en de rij-eigenschappen van de ronkende bolides af en krijg je bovendien informatie over de race die wacht ."	"Daar stel je ook de <font color=red><b>motor</b></font> en de rij-eigenschappen van de ronkende bolides af en krijg je bovendien informatie over de race die wacht ."
"motor/noun/ad20020803/38694"	-12.8093710932039	-44.2352701230712	"De sterke <font color=red><b>motor</b></font> reageert verheugd elke keer dat het gaspedaal in de aluminium vloerplaat wordt gedrukt ."	"De sterke <font color=red><b>motor</b></font> reageert verheugd elke keer dat het gaspedaal in de aluminium vloerplaat wordt gedrukt ."
"motor/noun/ad20020916/42787"	-73.3674361214416	-17.0663870109439	"Die <font color=red><b>motor</b></font> , waarmee Verstappen in de Arrows al ervaring heeft opgedaan , is voor de Limburger een vereiste om met het lelijke eendje uit de Formule 1 in zee te gaan ."	"Die <font color=red><b>motor</b></font> , waarmee Verstappen in de Arrows al ervaring heeft opgedaan , is voor de Limburger een vereiste om met het lelijke eendje uit de Formule 1 in zee te gaan ."
"motor/noun/ad20020918/27342"	-42.0800374147121	47.6277668808773	"Het kabinet rekent voor 2003 op bijna 300 miljoen euro extra inkomsten uit de belasting op auto's en <font color=red><b>motoren</b></font> ."	"Het kabinet rekent voor 2003 op bijna 300 miljoen euro extra inkomsten uit de belasting op auto's en <font color=red><b>motoren</b></font> ."
"motor/noun/ad20020921/43959"	-29.3451761815115	-50.0262472601641	"Vlak voor Belgrado begaf een zuigerring van de <font color=red><b>motor</b></font> het nadat hij 310 km/u had gereden ."	"Vlak voor Belgrado begaf een zuigerring van de <font color=red><b>motor</b></font> het nadat hij 310 km/u had gereden ."
"motor/noun/ad20020928/10281"	12.5756094785964	-41.6401188566891	"De politie vond hem achter het stuur van zijn rode Mazda , die met draaiende <font color=red><b>motor</b></font> en brandende lichten in het centrum van Overpelt stond ."	"De politie vond hem achter het stuur van zijn rode Mazda , die met draaiende <font color=red><b>motor</b></font> en brandende lichten in het centrum van Overpelt stond ."
"motor/noun/ad20030517/36703"	2.68729543683588	-29.1321465284074	"Ook rechtdoor is de <font color=red><b>motor</b></font> met zijn aluminium ` Twin Spar'-frame een genot om mee te rijden ."	"Ook rechtdoor is de <font color=red><b>motor</b></font> met zijn aluminium ` Twin Spar'-frame een genot om mee te rijden ."
"motor/noun/ad20030524/9523"	18.1672513836671	20.794354717424	"De <font color=red><b>motor</b></font> werkt geluidloos ."	"De <font color=red><b>motor</b></font> werkt geluidloos ."
"motor/noun/ad20030526/36530"	-14.0739706879934	-31.0501665728732	"Ook de zege in Le Mans droeg hij op aan Kato , wiens startnummer op pak en <font color=red><b>motor</b></font> van de Spanjaard staan ."	"Ook de zege in Le Mans droeg hij op aan Kato , wiens startnummer op pak en <font color=red><b>motor</b></font> van de Spanjaard staan ."
"motor/noun/ad20030531/38283"	-26.500622623177	-76.5646259313699	"De testauto beschikt over de 82 pk <font color=red><b>motor</b></font> en kost ¤24.400 ."	"De testauto beschikt over de 82 pk <font color=red><b>motor</b></font> en kost ¤24.400 ."
"motor/noun/ad20030605/40191"	-25.9005205026093	-48.6147385441905	"De Korte verongelukte toen hij bij Salzburg met zijn <font color=red><b>motor</b></font> achterop een file reed ."	"De Korte verongelukte toen hij bij Salzburg met zijn <font color=red><b>motor</b></font> achterop een file reed ."
"motor/noun/ad20030607/38084"	-9.86207603637157	10.133409100755	"Lancia heeft bijvoorbeeld voor enorme doorbraken gezorgd : de dwarsgeplaatste <font color=red><b>motor</b></font> , de voorwielaandrijving , de kooiconstructie ."	"Lancia heeft bijvoorbeeld voor enorme doorbraken gezorgd : de dwarsgeplaatste <font color=red><b>motor</b></font> , de voorwielaandrijving , de kooiconstructie ."
"motor/noun/ad20030705/32768"	15.270329527256	34.0092841019411	"Daarvoor krijg je een zeer comfortabel rijdende auto met een aangenaam zacht zoevende <font color=red><b>motor</b></font> die mede dankzij de moderne vijftraps automaat voor onmerkbare schakelmomenten en fluisterstille prestaties zorgt ."	"Daarvoor krijg je een zeer comfortabel rijdende auto met een aangenaam zacht zoevende <font color=red><b>motor</b></font> die mede dankzij de moderne vijftraps automaat voor onmerkbare schakelmomenten en fluisterstille prestaties zorgt ."
"motor/noun/ad20030705/33715"	41.7431398160045	30.509152393537	"Een <font color=red><b>motor</b></font> om mee te rijden , vindt hij zelf : " No shit , ride that bitch ! ""	"Een <font color=red><b>motor</b></font> om mee te rijden , vindt hij zelf : " No shit , ride that bitch ! ""
