_id	senselabel	country	LeNC44.ppmi.x	LeNC44.ppmi.y	LeNC44.L1LLR.x	LeNC44.L1LLR.y	LeNC44.L1LLRx5.x	LeNC44.L1LLRx5.y	LeNC77.ppmi.x	LeNC77.ppmi.y	LeNC77.L1LLR.x	LeNC77.L1LLR.y	LeNC77.L1LLRx5.x	LeNC77.L1LLRx5.y	LeNC44.ppmi.MaxWeight	LeNC44.ppmi.SummedWeights	LeNC44.ppmi.Non-zeroWeights	LeNC44.ppmi.MaxWeightedWord	_text	LeNC44.L1LLR.MaxWeight	LeNC44.L1LLR.SummedWeights	LeNC44.L1LLR.Non-zeroWeights	LeNC44.L1LLR.MaxWeightedWord	LeNC44.L1LLRx5.MaxWeight	LeNC44.L1LLRx5.SummedWeights	LeNC44.L1LLRx5.Non-zeroWeights	LeNC44.L1LLRx5.MaxWeightedWord	LeNC77.ppmi.MaxWeight	LeNC77.ppmi.SummedWeights	LeNC77.ppmi.Non-zeroWeights	LeNC77.ppmi.MaxWeightedWord	LeNC77.L1LLR.MaxWeight	LeNC77.L1LLR.SummedWeights	LeNC77.L1LLR.Non-zeroWeights	LeNC77.L1LLR.MaxWeightedWord	LeNC77.L1LLRx5.MaxWeight	LeNC77.L1LLRx5.SummedWeights	LeNC77.L1LLRx5.Non-zeroWeights	LeNC77.L1LLRx5.MaxWeightedWord
koper/noun/DT_20010327_01/109556	"""buyer"""	BE	1.3170013611	-3.1684722064	-0.6740814244	0.859863649	1.1962358814	1.7515512649	4.0351184268	3.5818165592	-0.5943161013	0.2009066856	-0.0556095451	2.2075808868	5.17	11.06	11	Fannie(5.17)	"Fannie Mae , de grootste Amerikaanse <font color=""red"">koper</font> van hypotheken , deelde mee dat hij zal proberen een deel van zijn oude obligaties voor de vervaldag in te kopen ."	6.46	33.53	11	de(6.46)	8.07	49.76	11	de(8.07)	4.61	13.74	12	Fannie(4.61)	6.1	37.93	12	de(6.1)	7.71	56.14	12	de(7.71)
koper/noun/DT_20010405_01/32447	"""buyer"""	BE	-0.4619797903	0.8705245922	-0.2071979394	0.7490372238	0.6451009875	1.1787749416	-0.33406705	1.4641249905	0.0341455367	0.4510303547	-0.0764388566	1.2003996867	0.8	2.37	6	naam(0.8)	"De naam van de <font color=""red"">koper</font> is wel verrassend ."	6.46	24.91	6	De(6.46)	8.07	34.38	6	De(8.07)	0.64	2.4	7	naam(0.64)	6.1	25.4	7	De(6.1)	7.71	36.0	7	De(7.71)
koper/noun/DT_20010414_01/150125	"""buyer"""	BE	1.2869427267	0.7212507009	-0.7152573897	2.4567334661	2.4240925228	-0.0777663826	1.279704488	0.6087927985	0.7007555917	-0.9012809102	-1.0131354519	0.4914602448	3.43	13.89	12	kopers(3.43)	"De naambekendheid van de debiteur deed het nodige om de emissie vlot <font color=""red"">kopers</font> te laten vinden ."	6.59	40.17	12	vinden(6.59)	8.2	56.92	12	vinden(8.2)	3.79	12.71	13	kopers(3.79)	6.41	40.9	13	vinden(6.41)	8.01	57.53	13	vinden(8.01)
koper/noun/DT_20010424_01/106588	"""buyer"""	BE	-0.2974744542	0.2779218743	-2.0198957661	1.1865992964	2.1663691721	1.6038635788	-0.2540213744	1.3101084261	-0.5414951934	-0.2570424413	-0.5357563164	1.7468016145	0.5	2.99	9	moeten(0.5)	"Bay Industries , de <font color=""red"">koper</font> , besliste echter om de uitvoeringsbepalingen van het contract niet na te leven en af te zien van de deal ."	6.46	23.33	9	de(6.46)	8.07	35.16	9	de(8.07)	0.45	2.37	9	echter(0.45)	6.1	23.24	9	de(6.1)	7.71	35.47	9	de(7.71)
koper/noun/DT_20010516_01/40406	"""buyer"""	BE	1.7006855392	-0.2459267112	-2.3076510234	-2.8691903786	-0.311607811	4.2092111602	1.830091469	-0.1531601289	-1.9676358178	0.9772488037	2.0646931568	2.8331629239	2.33	5.15	9	verkocht(2.33)	"De <font color=""red"">koper</font> van Plastronic wou ook het belang in Radiform , maar haakte af ."	6.46	24.23	9	De(6.46)	8.07	35.09	9	De(8.07)	2.33	4.72	8	verkocht(2.33)	6.18	26.34	7	verkocht(6.18)	7.79	37.16	8	verkocht(7.79)
koper/noun/DT_20010706_01/120025	"""buyer"""	BE	-1.3114927695	0.1894025832	2.1473395632	1.5917268631	0.351001359	-0.7332390547	0.1050345645	4.2322774106	1.5435073934	0.9653620558	-0.2148217677	-0.1638067239	2.43	6.65	9	zoeken(2.43)	"In haar Britse editie schrijft de Financial Times dat Hanson de zakenbank Schroder Salomon Smith Barney heeft gevraagd een <font color=""red"">koper</font> te zoeken voor haar Europese baksteenactiviteiten ."	6.46	29.95	9	de(6.46)	8.07	42.59	9	de(8.07)	2.68	8.98	11	zakenbank(2.68)	6.1	32.13	11	de(6.1)	7.71	46.22	11	de(7.71)
koper/noun/DT_20010811_01/65891	"""buyer"""	BE	-1.1142762863	-0.344047133	-3.1721215789	2.0164572203	3.4343924723	2.541515385	-0.4801367893	2.1495028835	-0.8892695159	-1.1057852195	-1.4803967279	2.3013382003	1.7	5.77	8	mogelijke(1.7)	"Onderhandelingen met één mogelijke <font color=""red"">koper</font> zijn al ver gevorderd , vernam de redactie ."	6.46	21.93	8	de(6.46)	8.07	33.44	8	de(8.07)	1.32	3.93	8	mogelijke(1.32)	6.1	20.52	8	de(6.1)	7.71	30.88	8	de(7.71)
koper/noun/DT_20011221_01/64130	"""copper"""	BE	4.8928769341	0.7413954384	3.564104382	-4.5286091568	-4.7287027252	0.3602073393	2.3217405328	-2.7767369768	0.9135425088	3.8541968402	3.6095379733	-1.4734814694	6.45	12.21	12	nikkel(6.45)	"De stukken van 0,5 , 5 en 20 frank bevatten hoofdzakelijk <font color=""red"">koper</font> , dat minder waard is dan nikkel ."	5.23	30.87	12	nikkel(5.23)	6.83	46.99	12	nikkel(6.83)	6.1	12.26	13	nikkel(6.1)	5.37	37.62	13	nikkel(5.37)	6.98	57.08	13	nikkel(6.98)
koper/noun/DT_20011222_01/2191	"""buyer"""	BE	1.1415390472	-0.0090715996	1.1310550758	-0.4640713773	0.0298669686	0.4756472252	1.2597956952	0.0663251102	0.5625339689	1.2944731623	1.5597979221	-0.0043012978	1.83	6.84	14	prijs(1.83)	"Is het verschil tussen die prijs en de werkelijk betaalde prijs meer dan 20 procent dan kan de <font color=""red"">koper</font> rekenen op een bezoek van de fiscale recherche ."	6.46	37.7	14	de(6.46)	8.07	55.35	14	de(8.07)	1.94	6.76	13	prijs(1.94)	6.1	42.79	13	de(6.1)	7.71	61.77	13	de(7.71)
koper/noun/DT_20020426_01/74231	"""buyer"""	BE	2.1984741827	-1.8439661659	-1.292292173	2.1855199993	2.375870759	1.2849213918	3.3022916408	1.8106434927	0.0107922452	-0.4789179344	-0.6588305613	1.3528355657	3.87	9.49	10	Tyco(3.87)	"Voor de financiële arm van Tyco , CIT , vond Kozlowski geen <font color=""red"">koper</font> ."	6.59	37.15	10	vond(6.59)	8.2	52.72	10	vond(8.2)	3.72	8.69	11	Tyco(3.72)	6.41	38.89	11	vond(6.41)	8.01	55.65	11	vond(8.01)
koper/noun/DT_20020622_01/12943	"""buyer"""	BE	0.0683210574	1.9521689197	0.7757379082	-1.3886397858	-1.752655016	1.4070443263	-1.4245982785	-0.5307010261	-0.1307141938	1.9215243259	1.8471203687	1.4060008854	1.03	5.01	9	woning(1.03)	"De <font color=""red"">kopers</font> van een woning in Tussenhof krijgen het eerste jaar na oplevering van een woning een abonnement op de modules Comfort & Genieten , Zorg & Zekerheid en Informatie & Voordeel gratis aangeboden ."	6.46	35.07	9	De(6.46)	8.07	49.2	9	De(8.07)	0.89	3.58	10	woning(0.89)	6.1	32.64	9	De(6.1)	7.71	46.19	10	De(7.71)
koper/noun/DT_20020827_01/43191	"""buyer"""	BE	-0.0012531132	-1.8877573831	-2.0068316672	5.0699501207	4.8205974989	0.8272439319	1.760617893	1.7032763511	0.2093377927	-2.2376603968	2.0688688473	-0.0498387945	5.44	13.82	12	potentiële(5.44)	"Dat de slechter dan verwachte halfjaarcijfers potentiële <font color=""red"">kopers</font> wel eens zouden kunnen afschrikken of de prijs van Brantano zouden kunnen drukken , werd als onzin van tafel geveegd ."	7.68	43.79	12	potentiële(7.68)	9.29	62.13	12	potentiële(9.29)	4.91	14.35	13	potentiële(4.91)	7.59	47.4	13	potentiële(7.59)	9.2	67.37	13	potentiële(9.2)
koper/noun/DT_20020924_01/37902	"""buyer"""	BE	1.9304747315	-1.6852511995	3.7966843567	-4.5774284588	-2.6823929849	-2.6873325763	2.6714037916	1.4285433274	1.7206780792	3.3435469226	3.0132391116	-0.5229326131	6.14	11.35	9	verkopers(6.14)	"' Wij zijn <font color=""red"">kopers</font> en verkopers van opties , aandelen en andere instrumenten ."	8.2	34.32	9	verkopers(8.2)	9.81	48.22	9	verkopers(9.81)	5.76	10.6	9	verkopers(5.76)	8.3	36.3	9	verkopers(8.3)	9.91	50.42	9	verkopers(9.91)
koper/noun/DT_20020928_01/78616	"""buyer"""	BE	0.6270364001	0.4269417063	3.1645822842	1.0600180807	-0.3237643187	-1.3712709798	0.6185507322	0.4927374744	1.8429226726	0.8766291818	0.9801272879	-0.9362077889	2.27	11.51	13	gretige(2.27)	"We vermoeden dat de meer dan 10.000 aandelen die woensdag aangeboden werden , gretige <font color=""red"">kopers</font> gevonden hebben want de dag daarop noteerden we een stuk boven 40 euro ."	6.59	43.48	13	gevonden(6.59)	8.2	62.42	13	gevonden(8.2)	1.75	10.32	14	aandelen(1.75)	6.41	47.67	14	gevonden(6.41)	8.01	68.18	14	gevonden(8.01)
koper/noun/DT_20021005_01/129120	"""buyer"""	BE	-1.2762746481	0.4546795948	2.8496658362	2.291726634	0.3867646427	-1.8975079724	0.0847460196	2.3924622285	1.8940320293	0.4659854464	-0.8180193292	-0.2134850396	3.27	12.65	10	anonieme(3.27)	"Recentelijk vond het failliete bedrijf een anonieme <font color=""red"">koper</font> voor zijn boedel , maar de curatoren onderhandelen nog met andere partijen over een hoger bedrag ."	6.59	39.89	10	vond(6.59)	8.2	54.79	10	vond(8.2)	2.86	10.87	9	anonieme(2.86)	6.41	40.21	9	vond(6.41)	8.01	54.48	9	vond(8.01)
koper/noun/DT_20030121_01/11028	"""buyer"""	BE	-0.9957656522	-0.0706005812	1.9876291174	0.605193571	-0.6568129239	1.6084380786	-0.1510569448	1.9263774395	0.6338534442	1.4933043326	-1.0467507271	1.4432314323	1.43	4.75	7	gemeld(1.43)	"LONDEN ( bloomberg/reuters ) - Een vijfde <font color=""red"">koper</font> heeft zich gemeld voor de Britse supermarktketen Safeway ."	6.46	27.86	7	de(6.46)	8.07	38.32	7	de(8.07)	1.33	4.21	8	gemeld(1.33)	6.1	28.66	8	de(6.1)	7.71	40.38	8	de(7.71)
koper/noun/DT_20030910_01/84532	"""buyer"""	BE	-1.5283922969	0.1705406945	-5.4014462888	2.1308564968	4.825281081	3.7550895906	-1.5909248776	3.5022335221	-2.8565275604	-1.2105704901	-2.5765353488	3.7666578802	1.09	3.55	7	recht(1.09)	"Gisteren zei Déficom-topman Daniel Weekers aan L'Echo dat de <font color=""red"">kopers</font> tot maart 2005 het recht behouden op de naam Canal+ ."	6.46	19.13	7	de(6.46)	8.07	29.28	7	de(8.07)	1.3	2.79	7	recht(1.3)	6.1	17.55	7	de(6.1)	7.71	26.82	7	de(7.71)
koper/noun/DT_20031003_01/47009	"""buyer"""	BE	1.0052431893	0.9311965417	3.6918957467	0.8024586476	-1.9247276255	-0.9055813652	0.5847654623	-0.0832443141	1.8239188182	1.5935786162	1.4168136798	-0.8070219905	2.03	7.75	9	vinden(2.03)	"Concessionarissen kunnen op die manier in korte tijd evolueren naar een supermarktformule waar <font color=""red"">kopers</font> een hele reeks merken tegen de laagste prijs vinden ."	6.59	33.53	9	vinden(6.59)	8.2	46.46	9	vinden(8.2)	1.94	7.92	11	prijs(1.94)	6.41	35.58	11	vinden(6.41)	8.01	50.87	11	vinden(8.01)
koper/noun/DT_20040121_01/22429	"""buyer"""	BE	0.6376523791	-3.8798352446	-1.5404203068	0.8883935051	1.9601111662	1.712326532	-3.2212469305	3.1637387966	-0.2482389781	-0.2364844128	0.1144783166	1.3456226503	3.29	6.73	10	mannenbladen(3.29)	"Zo'n dertig procent van de <font color=""red"">kopers</font> van mannenbladen zijn vrouwen ."	6.46	30.45	10	de(6.46)	8.07	45.44	10	de(8.07)	3.14	6.52	10	mannenbladen(3.14)	6.1	33.24	10	de(6.1)	7.71	48.78	10	de(7.71)
koper/noun/DT_20040313_01/45130	"""buyer"""	BE	-1.0524651157	1.1803938192	-2.6419333072	0.1827063126	1.5737787929	3.1554694798	-0.954038785	0.6761504278	-1.0987989185	-0.0087194243	-0.2921432915	2.4372292829	0.67	2.06	6	Lier(0.67)	"De <font color=""red"">koper</font> , Lamco Transport , is van plan er op termijn een opslagruimte te realiseren van 3.000 tot 4.000 m2 voor logistieke activiteiten ."	6.46	20.58	6	de(6.46)	8.07	29.47	6	de(8.07)	0.52	1.69	7	Lier(0.52)	6.1	20.07	7	de(6.1)	7.71	29.37	7	de(7.71)
koper/noun/DT_20041026_01/43315	"""buyer"""	BE	0.9479622428	1.1521669599	5.3887469972	1.9610891215	-0.0066116196	-3.7011386976	0.3581026271	-0.2842312528	3.3054675724	1.1937323837	0.3387240202	-2.3713159677	2.33	7.75	11	verkopen(2.33)	"Als de vastgoedmakelaar er bijvoorbeeld niet in slaagt je huis te verkopen en je zelf een <font color=""red"">koper</font> vindt of het door een derde laat verkopen , moet je de makelaar toch het volledig commissieloon betalen , staat meestal onder de algemene voorwaarden ( de ' kleine lettertjes ' ) ."	6.59	37.17	11	vindt(6.59)	8.2	53.26	11	vindt(8.2)	2.33	6.46	10	verkopen(2.33)	6.41	36.23	10	vindt(6.41)	8.01	51.37	10	vindt(8.01)
koper/noun/DT_20041204_01/34217	"""copper"""	BE	6.6996501056	2.7151905872	1.0828059944	-9.1823765401	-7.7104051444	2.540975652	2.4500773613	-5.2984442009	-0.7678149987	5.7873413982	6.1783841451	-0.1042932442	6.84	15.24	7	zink(6.84)	"Ten eerste is er het materiaal : geel goud , wit goud ( een mengeling van goud met zilver of zink ) en roze goud ( goud plus <font color=""red"">koper</font> ) heeft natuurlijk zijn waarde ."	6.97	33.92	7	zink(6.97)	8.58	45.03	7	zink(8.58)	6.32	14.51	9	zink(6.32)	6.92	36.02	9	zink(6.92)	8.53	48.56	9	zink(8.53)
koper/noun/DT_20041204_01/75544	"""buyer"""	BE	-2.4952839549	1.6989728917	0.849508846	-0.7155223325	-0.8003531747	1.0960711684	-0.8361585897	4.2632034998	0.0866009826	1.3947762907	1.1311661748	1.1787666705	3.27	6.16	9	anoniem(3.27)	"Vanaf de 17de eeuw werkte de schilder niet langer voor een mecenas , maar voor een groot en anoniem publiek van gefascineerde <font color=""red"">kopers</font> ."	6.46	34.17	9	de(6.46)	8.07	46.91	9	de(8.07)	2.86	4.96	8	anoniem(2.86)	6.1	33.9	8	de(6.1)	7.71	45.7	8	de(7.71)
koper/noun/DT_20041221_01/57279	"""buyer"""	BE	0.9509971694	-1.0097607342	-1.8969885763	0.5582338451	1.6758913539	2.1061188809	1.832248154	0.7048814449	-1.2725350741	-0.1288963759	0.222160494	2.284918852	1.91	6.66	9	Zweed(1.91)	"De opbrengst van de verkoop was fiscaal vrijgesteld op voorwaarde van herinvestering door de <font color=""red"">koper</font> ."	6.46	27.46	9	de(6.46)	8.07	40.44	9	de(8.07)	2.03	5.85	8	verkoop(2.03)	6.1	26.85	8	de(6.1)	7.71	38.64	8	de(7.71)
koper/noun/DT_20050716_01/31539	"""buyer"""	BE	0.7635840551	0.3749825589	0.5997430441	0.7862616025	0.8369541246	0.2758503005	0.4141734499	0.1702432087	0.7705177308	0.356055199	0.4619510746	0.2237994237	1.71	6.07	12	pand(1.71)	"Geld dat een <font color=""red"">koper</font> minder kan spenderen aan de aankoop van het verouderde pand ."	6.46	37.6	12	de(6.46)	8.07	54.79	12	de(8.07)	1.88	6.34	13	aankoop(1.88)	6.1	41.46	13	de(6.1)	7.71	60.11	13	de(7.71)
koper/noun/DT_20050722_01/25211	"""buyer"""	BE	3.0740231444	-2.3044379278	-5.4344594649	-2.4647293201	1.433708083	7.6340008223	3.8293130413	-1.2843699707	-4.0094088207	0.4875185847	5.1453475568	4.3120546422	1.23	3.6	7	mikte(1.23)	"De VUM mikte op 7.000 à 8.000 <font color=""red"">kopers</font> per dag , maar Espresso haalde gemiddeld slechts de helft daarvan ."	6.46	12.23	7	De(6.46)	8.07	19.96	7	De(8.07)	1.38	4.02	7	8.000(1.38)	6.1	13.44	7	De(6.1)	7.71	22.2	7	De(7.71)
koper/noun/DT_20051020_01/48052	"""buyer"""	BE	3.2150535022	-3.2866779927	3.7539811617	0.3500411047	-0.4875258613	-2.2115749813	5.2207090485	-0.0964285252	1.8628765411	1.8282172384	1.5576515579	-1.2537442369	4.13	8.92	11	registratierechten(4.13)	"Een <font color=""red"">koper</font> betaalt daardoor 7.500 euro minder registratierechten dan moest hij de volle pot betalen ."	6.46	32.8	11	de(6.46)	8.07	47.73	11	de(8.07)	4.13	8.6	11	registratierechten(4.13)	6.1	36.33	11	de(6.1)	7.71	52.71	11	de(7.71)
koper/noun/DT_20051026_01/57148	"""copper"""	BE	3.3880276202	0.5527689119	2.4604035554	-6.2077602513	-5.5247071063	1.5083409149	2.1854912569	-0.7979467672	-2.584826643	-2.1797928865	4.9563481998	0.8330576783	5.63	15.53	8	raffineren(5.63)	"Cumerio is een geïntegreerde koperproducent gespecialiseerd in het smelten , raffineren en recycleren van <font color=""red"">koper</font> en het verwerken van koper tot halffabrikaten ."	5.18	27.6	8	koper(5.18)	6.79	40.0	8	koper(6.79)	5.07	15.01	8	raffineren(5.07)	6.23	30.36	8	koper(6.23)	7.84	42.97	8	koper(7.84)
koper/noun/DT_20051224_01/49128	"""buyer"""	BE	-2.1545511119	0.7266941256	2.9306285707	2.12062664	-0.8488571029	-0.8150732292	-1.219145924	0.3450657789	1.4219569911	0.8814549199	-0.3211395729	-0.0686997593	2.19	6.13	11	zoek(2.19)	"Unilever is ook op zoek naar een <font color=""red"">koper</font> voor zijn Europese diepvriesactiviteiten ."	6.46	35.5	11	de(6.46)	8.07	50.12	11	de(8.07)	2.27	7.2	12	Unilever(2.27)	6.1	39.35	12	de(6.1)	7.71	57.31	12	de(7.71)
koper/noun/LN_19990218_01/26425	"""buyer"""	BE	1.1210646472	4.3887111133	-1.2826581127	0.9632693838	1.5191549816	1.60377255	6.065657537	0.8839548344	-0.2341750546	0.3899620405	-0.2852374479	1.443758133	7.33	11.45	9	parkeerboxen(7.33)	"Er is al veel belangstelling van <font color=""red"">kopers</font> voor de parkeerboxen onder de Visserskaai ."	6.46	33.54	9	de(6.46)	8.07	47.53	9	de(8.07)	6.77	15.24	11	parkeerboxen(6.77)	6.1	39.34	11	de(6.1)	7.71	56.56	11	de(7.71)
koper/noun/LN_19990821_01/192308	"""buyer"""	BE	3.4763399372	-3.4544112352	-5.4793274225	5.6912422943	7.6489029611	3.0708038194	5.7827633246	-0.5615882459	1.215958746	-4.700551582	4.0937492358	-3.9406382337	2.76	5.73	8	neertellen(2.76)	"De <font color=""red"">kopers</font> zullen 3,7 miljoen frank ( zonder BTW ) moeten neertellen om een woning te verwerven ."	6.46	27.45	8	De(6.46)	8.07	38.93	8	De(8.07)	3.08	6.14	8	neertellen(3.08)	6.1	29.79	8	De(6.1)	7.71	42.02	8	De(7.71)
koper/noun/LN_20000311_01/290722	"""copper"""	BE	2.471860856	2.450584349	5.8154055983	-4.3451690481	-5.527302209	-0.5605824752	0.2672147896	-2.0828478793	1.6085451039	4.3606052102	3.3731977092	-2.3786905078	2.81	7.08	8	hout(2.81)	"Vandaar hun dringende oproep voor jonge blazers ( <font color=""red"">koper</font> en hout ) ."	5.23	24.56	8	voor(5.23)	6.84	35.8	8	voor(6.84)	2.58	5.96	7	hout(2.58)	5.15	23.94	7	voor(5.15)	6.75	33.93	7	voor(6.75)
koper/noun/LN_20000510_01/191521	"""buyer"""	BE	-0.4814686226	0.0056822374	0.0115858659	0.7902656056	0.8131913129	0.921703735	-0.4230110652	2.9194545619	0.1381013784	0.3689483219	-0.1421892529	1.1861030623	1.25	4.54	9	overeenkomst(1.25)	"Volgens het immobiliënkantoor is momenteel een mondelinge overeenkomst gesloten met één <font color=""red"">koper</font> ."	6.46	29.13	9	de(6.46)	8.07	42.54	9	de(8.07)	1.6	6.53	11	overeenkomst(1.6)	6.1	33.54	11	de(6.1)	7.71	49.47	11	de(7.71)
koper/noun/LN_20010228_01/156594	"""buyer"""	BE	0.0413180903	0.5907087412	2.6002818361	1.2954198238	-0.6217347669	-0.2773863103	-2.0218969677	5.406337822	1.2010379037	1.3512348442	-0.2407336739	0.1648548952	0.58	2.22	6	voor(0.58)	"Zo is het voor <font color=""red"">kopers</font> van"	5.33	21.72	6	een(5.33)	6.94	30.24	6	een(6.94)	2.2	3.9	8	besturingssysteem(2.2)	5.28	23.76	8	een(5.28)	6.88	33.75	8	een(6.88)
koper/noun/LN_20010615_01/169632	"""buyer"""	BE	3.6199909939	-0.5898796542	9.7177636767	-0.9320073162	-5.1947540982	-5.1861777163	2.9352213108	-2.5391375183	4.2150292827	3.6445603125	2.294272179	-4.1223720022	2.33	2.97	4	verkoop(2.33)	""" Ik verkoop al jaren aardbeien aan een <font color=""red"">koper</font> uit Genk "" , vertelt Bessemans ."	5.63	13.55	4	verkoop(5.63)	7.24	18.66	5	verkoop(7.24)	2.33	4.6	5	verkoop(2.33)	6.18	16.22	5	verkoop(6.18)	7.79	23.73	5	verkoop(7.79)
koper/noun/LN_20011003_01/59923	"""buyer"""	BE	-0.711938115	1.752518348	1.7753749662	3.1742580384	1.8448522406	-1.3732470757	-1.1376730309	0.8759602377	1.8077180358	-0.2164113015	-0.8125228288	-0.4634889785	2.03	4.12	9	gevonden(2.03)	"Als dat zo nog een tijd verder gaat , zal er nog moeilijk een <font color=""red"">koper</font> kunnen gevonden worden "" ."	6.59	31.33	9	gevonden(6.59)	8.2	43.89	9	gevonden(8.2)	1.62	3.46	9	gevonden(1.62)	6.41	33.27	9	gevonden(6.41)	8.01	46.6	9	gevonden(8.01)
koper/noun/LN_20020122_01/62400	"""buyer"""	BE	0.9666929928	0.2813677046	3.2968554584	-1.9286537997	-1.9016556828	-1.1967469922	1.0236252018	0.089212828	1.4092424808	2.4072751776	2.1269495033	-0.8875161432	1.83	8.19	10	prijzen(1.83)	"Zo kunnen de <font color=""red"">kopers</font> de euro gewoon raken ."	6.46	35.3	10	de(6.46)	8.07	50.43	10	de(8.07)	1.94	8.19	10	prijzen(1.94)	6.1	39.52	10	de(6.1)	7.71	55.11	10	de(7.71)
koper/noun/LN_20020214_01/126202	"""buyer"""	BE	-1.3601465333	-2.3206817952	3.2122234532	8.3944164532	4.8889821984	-4.3137539872	1.4226278529	3.7639531252	3.4768304683	-3.0042831226	-2.7235088721	-2.6247299158	5.44	9.32	8	potentiële(5.44)	"Zodra potentiële <font color=""red"">kopers</font> horen dat er een gruweldaad werd gepleegd , haken ze af ."	7.68	26.55	8	potentiële(7.68)	9.29	38.76	8	potentiële(9.29)	4.91	8.64	8	potentiële(4.91)	7.59	27.94	8	potentiële(7.59)	9.2	40.24	8	potentiële(9.2)
koper/noun/LN_20020220_01/103027	"""buyer"""	BE	-0.2761982508	0.4233559412	-4.1156183169	2.3247830739	4.1315425563	2.8379481601	-0.5199849377	2.5574562262	-1.2596463747	-1.1699624196	-2.0572026982	2.5012844718	0.61	1.96	5	Bovendien(0.61)	"Bovendien heeft de betichte niet aan de <font color=""red"">kopers</font> meegedeeld dat onderaan op het document stond dat het afgeleverde attest geen waarborg inhoudt op stedenbouwkundig vlak . """	6.46	14.93	5	de(6.46)	8.07	22.02	5	de(8.07)	0.97	2.51	6	document(0.97)	6.1	15.29	6	de(6.1)	7.71	23.95	6	de(7.71)
koper/noun/LN_20020905_01/115685	"""buyer"""	BE	-2.2176339695	0.7760594492	2.9108200324	1.2548113782	0.1675673592	-1.4494676243	0.792700052	3.4449437123	1.745207638	0.678102849	0.0390675822	-0.6635376071	4.05	8.51	11	geïnteresseerde(4.05)	"Er is nog een tweede geïnteresseerde <font color=""red"">koper</font> , maar die heeft niet veel belangstelling voor de Handelsbeurs ."	6.46	41.28	11	de(6.46)	8.07	56.6	11	de(8.07)	3.53	7.21	10	geïnteresseerde(3.53)	6.1	41.99	10	de(6.1)	7.71	57.76	10	de(7.71)
koper/noun/LN_20021015_01/210551	"""buyer"""	BE	1.9735403769	2.4520971023	1.6815501983	-3.6528168245	-3.9089050124	0.5281166936	-0.0790850577	-1.7310807905	0.2404554277	3.4651724435	3.5368031202	-0.9882516468	1.48	6.33	9	schilderijen(1.48)	"De <font color=""red"">kopers</font> moeten enkel hun schilderijen ophangen , meubelen plaatsen en ze zijn thuis "" ."	6.46	24.19	8	De(6.46)	8.07	35.85	8	De(8.07)	1.77	6.91	9	materialen(1.77)	6.1	27.73	9	De(6.1)	7.71	40.87	9	De(7.71)
koper/noun/LN_20021018_01/204732	"""buyer"""	BE	-0.6355477182	0.4468286661	-1.3007234371	-0.3876395546	0.6243154519	2.0979530829	-0.0001358814	1.4869876585	-0.8771876226	0.4410372433	0.4581554787	1.9334245188	2.28	7.7	12	gebrek(2.28)	"Waar de markten de voorbije weken bij gebrek aan <font color=""red"">kopers</font> dag na dag van hun pluimen lieten om uiteindelijk als een kaal kieken zonder kop rond te dwalen , krijgen we sinds begin deze week een zelden geziene koperspaniek ."	6.46	35.74	12	de(6.46)	8.07	53.64	12	de(8.07)	1.72	5.84	12	gebrek(1.72)	6.1	33.18	12	de(6.1)	7.71	50.3	12	de(7.71)
koper/noun/LN_20021024_01/82682	"""buyer"""	BE	0.6529646759	-0.0591185424	-1.2543127378	2.0238144628	2.4831719382	1.0315784972	1.6701817103	0.4959389559	0.1640603143	-0.7055503967	-0.7076795059	1.0395635456	1.59	5.85	11	verkoop(1.59)	"Als verkoopsvoorwaarden gelden dat de <font color=""red"">koper</font> op datum van de verkoop geen eigenaar mag zijn van een onroerend goed en dat de koper de woning moet bewonen binnen vijf jaar na aankoop ."	6.46	36.23	11	de(6.46)	8.07	52.05	11	de(8.07)	5.13	12.01	13	verkoopsvoorwaarden(5.13)	6.1	43.82	13	de(6.1)	7.71	63.24	13	de(7.71)
koper/noun/LN_20030512_01/82670	"""buyer"""	BE	0.5585257115	2.6895552935	0.463597462	3.4934227327	2.592611446	-1.3784340873	-0.9278832386	-1.8856930627	1.7778475912	-0.6258068444	-1.5556209421	-0.5475349863	3.14	8.04	13	loten(3.14)	"Voor zulke ' gewone ' <font color=""red"">kopers</font> zijn er heel wat interessante loten bij ."	6.46	33.28	13	de(6.46)	8.07	51.44	13	de(8.07)	3.67	7.82	13	loten(3.67)	6.1	33.52	13	de(6.1)	7.71	52.32	13	de(7.71)
koper/noun/LN_20030618_01/18707	"""buyer"""	BE	-0.426269772	-3.1478620914	-0.079526396	0.7867381711	0.8698862981	1.0180966178	2.9993678182	2.5497602707	0.1955593785	0.235909059	0.1676938533	1.0195462577	2.2	4.05	9	Securities(2.2)	"* Beurshuis Delta Lloyd Securities blijft een <font color=""red"">koper</font> van Colruyt ."	6.46	27.55	9	De(6.46)	8.07	39.45	9	De(8.07)	2.0	6.23	10	Securities(2.0)	6.1	30.78	10	De(6.1)	7.71	45.7	10	De(7.71)
